comune,mcp,locale,locale15,n_celle,max30,max15,celle_nz,min_polo,classe,scarto,quota_nz
Onano,1.0,0.16129032258064516,0.0,31,1.0,0.0,5,36.8,D - Intermedio,0.8387096774193549,0.16129032258064516
Manziana,1.0,1.0,0.5172413793103449,29,1.0,1.0,29,44.9,E - Periferico,0.0,1.0
Castiglione in Teverina,1.0,0.7692307692307693,0.0,26,1.0,0.0,20,23.1,C - Cintura,0.23076923076923073,0.7692307692307693
Affile,1.0,0.7777777777777778,0.0,18,1.0,0.0,14,55.3,E - Periferico,0.2222222222222222,0.7777777777777778
Oriolo Romano,0.999548,0.7307692307692307,0.038461538461538464,26,1.0,1.0,19,44.8,E - Periferico,0.26877876923076927,0.7307692307692307
Pescosolido,0.999492,0.6909090909090909,0.2909090909090909,55,1.0,1.0,38,38.6,D - Intermedio,0.30858290909090913,0.6909090909090909
Vivaro Romano,0.999402,0.35294117647058826,0.0,17,1.0,0.0,6,38.1,D - Intermedio,0.6464608235294118,0.35294117647058826
Formia,0.999298,0.7282608695652174,0.43478260869565216,92,1.0,1.0,67,0.0,A - Polo,0.2710371304347826,0.7282608695652174
Gaeta,0.998499,0.8055555555555556,0.0,36,1.0,0.0,29,12.8,C - Cintura,0.19294344444444445,0.8055555555555556
Cantalice,0.998107,0.41304347826086957,0.15217391304347827,46,1.0,1.0,19,16.1,C - Cintura,0.5850635217391305,0.41304347826086957
Bracciano,0.996694,0.8453038674033149,0.5082872928176796,181,1.0,1.0,153,43.9,E - Periferico,0.1513901325966851,0.8453038674033149
Belmonte in Sabina,0.996474,0.8823529411764706,0.0,34,1.0,0.0,30,18.6,C - Cintura,0.11412105882352941,0.8823529411764706
Cittaducale,0.995024,0.5730337078651685,0.19101123595505617,89,1.0,1.0,51,10.2,C - Cintura,0.4219902921348315,0.5730337078651685
Subiaco,0.994972,0.7468354430379747,0.4177215189873418,79,1.0,1.0,59,45.0,E - Periferico,0.2481365569620253,0.7468354430379747
Turania,0.994759,0.5555555555555556,0.0,9,1.0,0.0,5,40.6,D - Intermedio,0.43920344444444437,0.5555555555555556
Collevecchio,0.994065,0.5714285714285714,0.0,35,1.0,0.0,20,45.9,E - Periferico,0.4226364285714286,0.5714285714285714
Latera,0.993761,0.13333333333333333,0.0,30,1.0,0.0,4,41.3,E - Periferico,0.8604276666666667,0.13333333333333333
Roiate,0.993686,0.08333333333333333,0.0,12,1.0,0.0,1,46.9,E - Periferico,0.9103526666666666,0.08333333333333333
Sant'Oreste,0.993344,0.43636363636363634,0.0,55,1.0,0.0,24,43.1,E - Periferico,0.5569803636363637,0.43636363636363634
Viterbo,0.993041,0.6340996168582376,0.17049808429118773,522,1.0,1.0,331,0.0,A - Polo,0.3589413831417624,0.6340996168582376
Arcinazzo Romano,0.991338,0.3611111111111111,0.0,36,1.0,0.0,13,55.9,E - Periferico,0.6302268888888889,0.3611111111111111
Castel Sant'Elia,0.991158,0.6129032258064516,0.3225806451612903,31,1.0,1.0,19,41.1,E - Periferico,0.37825477419354836,0.6129032258064516
Vitorchiano,0.990215,0.725,0.0,40,1.0,0.0,29,13.9,C - Cintura,0.265215,0.725
Rocca Santo Stefano,0.989931,0.8333333333333334,0.0,12,1.0,0.0,10,38.4,D - Intermedio,0.15659766666666664,0.8333333333333334
Celleno,0.988667,0.5333333333333333,0.0,30,1.0,0.0,16,21.6,C - Cintura,0.45533366666666664,0.5333333333333333
Monte San Biagio,0.987637,0.5487804878048781,0.036585365853658534,82,1.0,1.0,45,40.0,D - Intermedio,0.4388565121951219,0.5487804878048781
Antrodoco,0.987546,0.13414634146341464,0.0,82,1.0,0.0,11,21.8,C - Cintura,0.8533996585365854,0.13414634146341464
Terelle,0.98622,0.2564102564102564,0.0,39,2.0,0.0,8,29.0,D - Intermedio,0.7298097435897436,0.20512820512820512
Valentano,0.985061,0.0,0.0,50,0.0,0.0,0,34.7,D - Intermedio,0.985061,0.0
Moricone,0.984391,0.22727272727272727,0.0,22,1.0,0.0,5,36.9,D - Intermedio,0.7571182727272727,0.22727272727272727
Campoli Appennino,0.984008,0.7105263157894737,0.3157894736842105,38,1.0,1.0,27,38.0,D - Intermedio,0.2734816842105263,0.7105263157894737
Calcata,0.983756,0.45454545454545453,0.0,11,1.0,0.0,5,42.1,E - Periferico,0.5292105454545455,0.45454545454545453
Camerata Nuova,0.983219,0.0,0.0,51,0.0,0.0,0,39.2,D - Intermedio,0.983219,0.0
Sonnino,0.982893,0.5375,0.025,80,1.0,1.0,43,43.7,E - Periferico,0.44539300000000004,0.5375
Acuto,0.979576,0.16666666666666666,0.0,18,1.0,0.0,3,36.7,D - Intermedio,0.8129093333333334,0.16666666666666666
Villa San Giovanni in Tuscia,0.977723,0.14285714285714285,0.0,7,1.0,0.0,1,25.0,C - Cintura,0.8348658571428571,0.14285714285714285
Acquafondata,0.977155,0.0,0.0,32,0.0,0.0,0,34.5,D - Intermedio,0.977155,0.0
Faleria,0.976649,0.75,0.125,32,1.0,1.0,24,43.5,E - Periferico,0.226649,0.75
Villa Santa Lucia,0.975663,0.6956521739130435,0.043478260869565216,23,1.0,1.0,16,15.7,C - Cintura,0.2800108260869565,0.6956521739130435
Ponzano Romano,0.973038,0.125,0.0,24,2.0,0.0,2,37.4,D - Intermedio,0.848038,0.08333333333333333
Roccagiovine,0.97288,0.2727272727272727,0.0,11,1.0,0.0,3,26.1,C - Cintura,0.7001527272727273,0.2727272727272727
Cervara di Roma,0.965972,0.5641025641025641,0.10256410256410256,39,1.0,1.0,22,46.9,E - Periferico,0.40186943589743596,0.5641025641025641
Castro dei Volsci,0.964646,0.02702702702702703,0.0,74,1.0,0.0,2,30.1,D - Intermedio,0.9376189729729729,0.02702702702702703
Magliano Romano,0.963901,0.1111111111111111,0.0,27,1.0,0.0,3,36.4,D - Intermedio,0.852789888888889,0.1111111111111111
Arce,0.962063,0.06,0.0,50,1.0,0.0,3,28.8,D - Intermedio,0.9020630000000001,0.06
Borgo Velino,0.961109,0.12,0.0,25,1.0,0.0,3,20.4,C - Cintura,0.841109,0.12
Vejano,0.957038,0.08620689655172414,0.0,58,1.0,0.0,5,36.2,D - Intermedio,0.8708311034482759,0.08620689655172414
Bellegra,0.957037,0.12,0.0,25,1.0,0.0,3,44.2,E - Periferico,0.837037,0.12
Paganico Sabino,0.954908,0.1,0.0,10,1.0,0.0,1,46.2,E - Periferico,0.854908,0.1
Fondi,0.950328,0.5027624309392266,0.022099447513812154,181,1.0,1.0,91,27.4,C - Cintura,0.4475655690607734,0.5027624309392266
Itri,0.946877,0.17886178861788618,0.0,123,1.0,0.0,22,12.5,C - Cintura,0.7680152113821138,0.17886178861788618
Castel Sant'Angelo,0.946673,0.375,0.0,40,1.0,0.0,15,15.8,C - Cintura,0.571673,0.375
Monte San Giovanni in Sabina,0.941029,0.23684210526315788,0.0,38,1.0,0.0,9,23.0,C - Cintura,0.7041868947368422,0.23684210526315788
Civitella d'Agliano,0.938539,0.225,0.0,40,1.0,0.0,9,29.5,D - Intermedio,0.713539,0.225
Pisoniano,0.937208,0.1875,0.0,16,1.0,0.0,3,29.2,D - Intermedio,0.749708,0.1875
Canale Monterano,0.934734,0.625,0.0625,48,1.0,1.0,30,45.4,E - Periferico,0.30973399999999995,0.625
Vallerotonda,0.925591,0.14864864864864866,0.0,74,1.0,0.0,11,23.1,C - Cintura,0.7769423513513514,0.14864864864864866
Bagnoregio,0.925189,0.10752688172043011,0.0,93,1.0,0.0,10,23.4,C - Cintura,0.8176621182795699,0.10752688172043011
Petrella Salto,0.897987,0.12307692307692308,0.0,130,1.0,0.0,16,23.8,C - Cintura,0.7749100769230769,0.12307692307692308
Roccasecca dei Volsci,0.89362,0.41379310344827586,0.0,29,1.0,0.0,12,39.1,D - Intermedio,0.4798268965517241,0.41379310344827586
Fumone,0.887823,0.2,0.0,20,1.0,0.0,4,29.7,D - Intermedio,0.6878230000000001,0.2
Montefiascone,0.880169,0.18248175182481752,0.0,137,1.0,0.0,25,23.5,C - Cintura,0.6976872481751825,0.18248175182481752
Torricella in Sabina,0.87808,0.5666666666666667,0.0,30,1.0,0.0,17,21.9,C - Cintura,0.3114133333333333,0.5666666666666667
Sezze,0.833972,0.5,0.007936507936507936,126,2.0,1.0,57,31.6,D - Intermedio,0.33397200000000005,0.4523809523809524
Colfelice,0.827708,0.05,0.0,20,1.0,0.0,1,28.0,D - Intermedio,0.777708,0.05
Capranica Prenestina,0.800847,0.16,0.0,25,1.0,0.0,4,40.9,D - Intermedio,0.6408469999999999,0.16
Marta,0.778991,0.0,0.0,44,0.0,0.0,0,25.3,C - Cintura,0.778991,0.0
Collalto Sabino,0.773191,0.08,0.0,25,1.0,0.0,2,45.7,E - Periferico,0.693191,0.08
Rocca Sinibalda,0.765451,0.09375,0.0,64,1.0,0.0,6,22.1,C - Cintura,0.671701,0.09375
Longone Sabino,0.747377,0.1875,0.0,48,1.0,0.0,9,33.6,D - Intermedio,0.559877,0.1875
Rocca Canterano,0.713056,0.5238095238095238,0.0,21,1.0,0.0,11,36.8,D - Intermedio,0.1892464761904762,0.5238095238095238
Falvaterra,0.680392,0.0,0.0,16,0.0,0.0,0,30.6,D - Intermedio,0.680392,0.0
Villa Santo Stefano,0.676313,0.04,0.0,25,1.0,0.0,1,28.3,D - Intermedio,0.636313,0.04
Concerviano,0.658446,0.2222222222222222,0.0,27,1.0,0.0,6,19.7,C - Cintura,0.43622377777777777,0.2222222222222222
Civitella San Paolo,0.650815,0.2857142857142857,0.0,28,4.0,0.0,5,40.2,D - Intermedio,0.36510071428571433,0.17857142857142858
Graffignano,0.648877,0.08333333333333333,0.0,36,1.0,0.0,3,31.9,D - Intermedio,0.5655436666666667,0.08333333333333333
Pescorocchiano,0.643999,0.056910569105691054,0.0,123,1.0,0.0,7,31.5,D - Intermedio,0.587088430894309,0.056910569105691054
Blera,0.643314,0.06722689075630252,0.0,119,1.0,0.0,8,27.3,C - Cintura,0.5760871092436975,0.06722689075630252
Vico nel Lazio,0.633626,0.034482758620689655,0.0,58,1.0,0.0,2,31.7,D - Intermedio,0.5991432413793104,0.034482758620689655
San Vito Romano,0.632432,0.058823529411764705,0.0,17,1.0,0.0,1,35.3,D - Intermedio,0.5736084705882353,0.058823529411764705
Carpineto Romano,0.622562,0.03669724770642202,0.0,109,1.0,0.0,4,45.0,E - Periferico,0.5858647522935779,0.03669724770642202
Tarano,0.615011,0.0,0.0,22,0.0,0.0,0,44.9,E - Periferico,0.615011,0.0
Cottanello,0.556835,0.0,0.0,47,0.0,0.0,0,31.6,D - Intermedio,0.556835,0.0
Licenza,0.55016,0.125,0.0,24,1.0,0.0,3,27.6,C - Cintura,0.42516,0.125
Sambuci,0.542888,0.6153846153846154,0.0,13,1.0,0.0,8,23.1,C - Cintura,-0.07249661538461538,0.6153846153846154
Forano,0.542631,0.0,0.0,21,0.0,0.0,0,39.4,D - Intermedio,0.542631,0.0
San Giovanni Incarico,0.529599,0.0,0.0,28,0.0,0.0,0,29.1,D - Intermedio,0.529599,0.0
Fiamignano,0.518106,0.03225806451612903,0.0,124,1.0,0.0,4,29.6,D - Intermedio,0.48584793548387095,0.03225806451612903
Nerola,0.487073,0.0,0.0,20,0.0,0.0,0,39.9,D - Intermedio,0.487073,0.0
Frasso Sabino,0.447299,0.0,0.0,6,0.0,0.0,0,27.5,C - Cintura,0.447299,0.0
Roccagorga,0.441278,0.0,0.0,31,0.0,0.0,0,39.2,D - Intermedio,0.441278,0.0
Fiuggi,0.415136,0.0,0.0,40,0.0,0.0,0,42.4,E - Periferico,0.415136,0.0
Ischia di Castro,0.396837,0.0,0.0,136,0.0,0.0,0,39.8,D - Intermedio,0.396837,0.0
Jenne,0.364424,0.175,0.0,40,1.0,0.0,7,63.1,E - Periferico,0.18942400000000004,0.175
Arlena di Castro,0.350792,0.0,0.0,27,0.0,0.0,0,33.2,D - Intermedio,0.350792,0.0
Monteleone Sabino,0.336343,0.0,0.0,25,0.0,0.0,0,26.7,C - Cintura,0.336343,0.0
Trevi nel Lazio,0.335944,0.0,0.0,68,0.0,0.0,0,64.5,E - Periferico,0.335944,0.0
Collepardo,0.317317,0.0,0.0,31,0.0,0.0,0,30.9,D - Intermedio,0.317317,0.0
Saracinesco,0.309898,0.5,0.0,12,2.0,0.0,5,30.2,D - Intermedio,-0.190102,0.4166666666666667
Montopoli di Sabina,0.290877,0.0625,0.0,48,2.0,0.0,2,43.0,E - Periferico,0.228377,0.041666666666666664
Montenero Sabino,0.283165,0.03571428571428571,0.0,28,1.0,0.0,1,26.7,C - Cintura,0.2474507142857143,0.03571428571428571
Nazzano,0.278915,0.14285714285714285,0.0,14,2.0,0.0,1,38.7,D - Intermedio,0.13605785714285717,0.07142857142857142
Maenza,0.254989,0.05660377358490566,0.0,53,1.0,0.0,3,38.8,D - Intermedio,0.19838522641509437,0.05660377358490566
Santopadre,0.208303,0.0,0.0,30,0.0,0.0,0,38.5,D - Intermedio,0.208303,0.0
Torre Cajetani,0.204116,0.0,0.0,15,0.0,0.0,0,39.7,D - Intermedio,0.204116,0.0
Ascrea,0.184069,0.0,0.0,18,0.0,0.0,0,44.6,E - Periferico,0.184069,0.0
Lenola,0.179792,0.017857142857142856,0.0,56,1.0,0.0,1,41.5,E - Periferico,0.16193485714285716,0.017857142857142856
Piansano,0.154654,0.0,0.0,32,0.0,0.0,0,33.8,D - Intermedio,0.154654,0.0
Rocca d'Arce,0.142486,0.0,0.0,12,0.0,0.0,0,34.8,D - Intermedio,0.142486,0.0
Poggio Moiano,0.129054,0.0,0.0,32,0.0,0.0,0,29.3,D - Intermedio,0.129054,0.0
Pozzaglia Sabina,0.123928,0.0,0.0,31,0.0,0.0,0,41.8,E - Periferico,0.123928,0.0
Pastena,0.110601,0.0,0.0,51,0.0,0.0,0,38.4,D - Intermedio,0.110601,0.0
Poggio Nativo,0.108359,0.0,0.0,21,0.0,0.0,0,28.4,D - Intermedio,0.108359,0.0
Scandriglia,0.102155,0.0,0.0,82,0.0,0.0,0,36.2,D - Intermedio,0.102155,0.0
Torri in Sabina,0.096565,0.0,0.0,34,0.0,0.0,0,37.5,D - Intermedio,0.096565,0.0
Filacciano,0.095648,0.0,0.0,7,0.0,0.0,0,40.4,D - Intermedio,0.095648,0.0
Selci,0.080227,0.0,0.0,10,0.0,0.0,0,43.5,E - Periferico,0.080227,0.0
Casaprota,0.068294,0.10526315789473684,0.0,19,1.0,0.0,2,26.3,C - Cintura,-0.03696915789473684,0.10526315789473684
Montebuono,0.067656,0.0,0.0,26,0.0,0.0,0,41.3,E - Periferico,0.067656,0.0
Colle San Magno,0.062574,0.03508771929824561,0.0,57,1.0,0.0,2,33.8,D - Intermedio,0.027486280701754393,0.03508771929824561
Guarcino,0.05625,0.0,0.0,48,0.0,0.0,0,31.9,D - Intermedio,0.05625,0.0
Viticuso,0.055624,0.0,0.0,27,0.0,0.0,0,38.5,D - Intermedio,0.055624,0.0
Micigliano,0.054356,0.1111111111111111,0.0,45,1.0,0.0,5,34.7,D - Intermedio,-0.0567551111111111,0.1111111111111111
Vacone,0.04542,0.0,0.0,12,0.0,0.0,0,35.5,D - Intermedio,0.04542,0.0
Bassiano,0.043446,0.024390243902439025,0.0,41,1.0,0.0,1,32.5,D - Intermedio,0.019055756097560973,0.024390243902439025
Collegiove,0.0379,0.13333333333333333,0.0,15,1.0,0.0,2,52.1,E - Periferico,-0.09543333333333333,0.13333333333333333
Capodimonte,0.032641,0.0,0.0,78,0.0,0.0,0,27.3,C - Cintura,0.032641,0.0
Pico,0.025397,0.0,0.0,40,0.0,0.0,0,34.4,D - Intermedio,0.025397,0.0
Norma,0.020299,0.02564102564102564,0.0,39,1.0,0.0,1,31.0,D - Intermedio,-0.005342025641025639,0.02564102564102564
Amaseno,0.014468,0.0,0.0,96,0.0,0.0,0,34.1,D - Intermedio,0.014468,0.0
Trivigliano,0.013489,0.0,0.0,17,0.0,0.0,0,35.4,D - Intermedio,0.013489,0.0
Canino,0.009157,0.0,0.0,156,0.0,0.0,0,41.8,E - Periferico,0.009157,0.0
Castel di Tora,0.004174,0.0,0.0,16,0.0,0.0,0,38.6,D - Intermedio,0.004174,0.0
Cellere,0.00264,0.0,0.0,50,0.0,0.0,0,41.0,E - Periferico,0.00264,0.0
Montorio Romano,0.001569,0.0,0.0,32,0.0,0.0,0,39.9,D - Intermedio,0.001569,0.0
Salisano,0.000868,0.0,0.0,23,0.0,0.0,0,41.2,E - Periferico,0.000868,0.0
Nespolo,0.000233,0.0,0.0,12,0.0,0.0,0,46.4,E - Periferico,0.000233,0.0
Posta,0.000221,0.0,0.0,85,0.0,0.0,0,33.5,D - Intermedio,0.000221,0.0
Casperia,0.0,0.0,0.0,30,0.0,0.0,0,45.8,E - Periferico,0.0,0.0
Castelnuovo di Farfa,0.0,0.0,0.0,12,0.0,0.0,0,33.6,D - Intermedio,0.0,0.0
Montasola,0.0,0.0,0.0,16,0.0,0.0,0,36.0,D - Intermedio,0.0,0.0
Mompeo,0.0,0.0,0.0,13,0.0,0.0,0,38.6,D - Intermedio,0.0,0.0
Marcetelli,0.0,0.0,0.0,14,0.0,0.0,0,55.2,E - Periferico,0.0,0.0
Colle di Tora,0.0,0.0,0.0,20,0.0,0.0,0,34.1,D - Intermedio,0.0,0.0
Cittareale,0.0,0.0,0.0,76,0.0,0.0,0,44.6,E - Periferico,0.0,0.0
Varco Sabino,0.0,0.0,0.0,31,0.0,0.0,0,37.6,D - Intermedio,0.0,0.0
Ventotene,0.0,0.0,0.0,2,0.0,0.0,0,76.4,F - Ultraperiferico,0.0,0.0
Amatrice,0.0,0.0,0.0,218,0.0,0.0,0,47.6,E - Periferico,0.0,0.0
Filettino,0.0,0.0,0.0,99,0.0,0.0,0,53.3,E - Periferico,0.0,0.0
Leonessa,0.0,0.0,0.0,259,0.0,0.0,0,43.9,E - Periferico,0.0,0.0
Farnese,0.0,0.0,0.0,69,0.0,0.0,0,42.8,E - Periferico,0.0,0.0
Monteflavio,0.0,0.0,0.0,22,0.0,0.0,0,45.6,E - Periferico,0.0,0.0
Orvinio,0.0,0.0,0.0,31,0.0,0.0,0,42.7,E - Periferico,0.0,0.0
Roccantica,0.0,0.0,0.0,23,0.0,0.0,0,46.4,E - Periferico,0.0,0.0
Cantalupo in Sabina,0.0,0.0,0.0,16,0.0,0.0,0,42.5,E - Periferico,0.0,0.0
Percile,0.0,0.0,0.0,21,0.0,0.0,0,32.9,D - Intermedio,0.0,0.0
Poggio Mirteto,0.0,0.0,0.0,32,0.0,0.0,0,45.4,E - Periferico,0.0,0.0
Poggio Catino,0.0,0.0,0.0,17,0.0,0.0,0,37.4,D - Intermedio,0.0,0.0
Ponza,0.0,0.0,0.0,14,0.0,0.0,0,83.4,F - Ultraperiferico,0.0,0.0
Campodimele,0.0,0.0,0.0,50,0.0,0.0,0,33.9,D - Intermedio,0.0,0.0
San Biagio Saracinisco,0.0,0.0,0.0,41,0.0,0.0,0,38.5,D - Intermedio,0.0,0.0
Toffia,0.0,0.0,0.0,14,0.0,0.0,0,33.5,D - Intermedio,0.0,0.0
Borbona,0.0,0.0,0.0,63,0.0,0.0,0,38.3,D - Intermedio,0.0,0.0
Tessennano,0.0,0.0,0.0,21,0.0,0.0,0,37.5,D - Intermedio,0.0,0.0
Torrita Tiberina,0.0,0.0,0.0,15,0.0,0.0,0,39.6,D - Intermedio,0.0,0.0
Vallecorsa,0.0,0.0,0.0,48,0.0,0.0,0,33.9,D - Intermedio,0.0,0.0
Vallepietra,0.0,0.0,0.0,68,0.0,0.0,0,78.9,F - Ultraperiferico,0.0,0.0
Accumoli,0.0,0.0,0.0,112,0.0,0.0,0,42.7,E - Periferico,0.0,0.0
